V_NUMBER,AD_CTY_NAME,CASE_ID,CASE_REPCODE,INV_CTY_NAME,INV_CTY_CODE,PRODUCT,INIT_DATE,P_DUMP_DATE,P_INJ_DATE,P_DUMP_DEC,P_INJ_DEC,P_AD_DATE,P_AD_MEASURE,F_DUMP_DATE,F_INJ_DATE,F_DUMP_DEC,F_INJ_DEC,F_AD_DATE,F_AD_MEASURE,REVOKE_DATE,REVOKE_YEAR,WTO_F_AD_MEASURE,WTO_F_MARGIN_MIN,WTO_F_MARGIN_MAX,WTO_CITATION,CASE_ITA,CASE_ITC,RELATED_CVD,ITC_REPCODE,INIT_DATE_ITA,INIT_DATE_ITC,TERM_DATE,P_AD_DUTY,F_AD_DUTY,INIT_ITA_GP,INIT_ITC_GP,P_DUMP_GP,P_INJ_GP,F_DUMP_GP,F_INJ_GP,F_AD_MEASURE_GP,TERM_GP,REVOKE_GP,SUSP_GP,NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-55,USA-AD-53,Italy,ITA,Carbon Steel Plate,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-475-001,731-TA-055,USA-CVD-38,731-TA-053,02/08/1982,01/20/1982,.,.,.,47 / 5747,47/ 2955,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-56,USA-AD-53,Luxembourg,LUX,Carbon Steel Plate,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-423-008,731-TA-056,USA-CVD-39,731-TA-053,02/08/1982,01/20/1982,.,.,.,47 / 5749,47/ 2955,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-57,USA-AD-53,Netherlands,NLD,Carbon Steel Plate,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-421-001,731-TA-057,USA-CVD-40,731-TA-053,02/08/1982,01/20/1982,.,.,.,47 / 5744,47/ 2955,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-58,USA-AD-53,Romania,ROU,Carbon Steel Plate,01/20/1982,08/16/1982,03/03/1982,A,A,08/16/1982,AVD,.,.,.,W,.,.,.,.,.,.,.,.,A-485-001,731-TA-058,.,731-TA-053,02/08/1982,01/20/1982,07/11/1985,13.2,.,47 / 5752,47/ 2955,47/ 35666,47/ 9087,.,.,.,50/ 28295,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-59,USA-AD-53,United Kingdom,GBR,Carbon Steel Plate,01/20/1982,08/16/1982,03/03/1982,A,A,08/16/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-412-004,731-TA-059,USA-CVD-41,731-TA-053,02/08/1982,01/20/1982,10/29/1982,18.84,.,47 / 5747,47/ 2955,47/ 35668,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-60,USA-AD-53,West Germany,FRG,Carbon Steel Plate,01/20/1982,08/16/1982,03/03/1982,A,A,08/16/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-428-004,731-TA-060,USA-CVD-42,731-TA-053,02/01/1982,01/20/1982,10/29/1982,9.25,.,47 / 5742,47/ 2955,47/ 35650,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-61,USA-AD-61,Belgium,BEL,Hot-Rolled Carbon Steel Sheet,01/20/1982,08/16/1982,03/03/1982,A,A,08/16/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-423-001,731-TA-061,USA-CVD-43,731-TA-061,02/01/1982,01/20/1982,10/29/1982,5.17,.,47 / 5745,47/ 2955,47/ 35646-35664,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-62,USA-AD-61,France,FRA,Hot-Rolled Carbon Steel Sheet,01/20/1982,08/16/1982,03/03/1982,A,A,08/16/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-427-003,731-TA-062,USA-CVD-45,731-TA-061,02/08/1982,01/20/1982,10/29/1982,23.11,.,47 / 5740,47/ 2955,47 / 35656,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-63,USA-AD-61,Italy,ITA,Hot-Rolled Carbon Steel Sheet,01/20/1982,08/16/1982,03/03/1982,A,A,08/16/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-475-001,731-TA-063,USA-CVD-46,731-TA-061,02/08/1982,01/20/1982,10/29/1982,2.07,.,47 / 5747,47/ 2955,47 / 35660,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-64,USA-AD-61,Luxembourg,LUX,Hot-Rolled Carbon Steel Sheet,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-423-008,731-TA-064,USA-CVD-47,731-TA-061,02/08/1982,01/20/1982,.,.,.,47 / 5749,47/ 2955,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-65,USA-AD-61,Netherlands,NLD,Hot-Rolled Carbon Steel Sheet,01/20/1982,08/16/1982,03/03/1982,N,A,.,.,.,.,W,.,.,.,.,.,.,.,.,.,A-421-001,731-TA-065,USA-CVD-48,731-TA-061,02/08/1982,01/20/1982,10/29/1982,.,.,47 / 5744,47/ 2955,47 / 35664,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-66,USA-AD-61,United Kingdom,GBR,Hot-Rolled Carbon Steel Sheet,01/20/1982,.,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-412-004,731-TA-066,USA-CVD-49,731-TA-061,02/08/1982,01/20/1982,02/08/1982,.,.,47 / 5747,47/ 2955,.,.,.,.,.,47/ 5748,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-67,USA-AD-61,West Germany,FRG,Hot-Rolled Carbon Steel Sheet,01/20/1982,08/16/1982,03/03/1982,A,A,08/16/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-428-004,731-TA-067,USA-CVD-50,731-TA-061,02/01/1982,01/20/1982,10/29/1982,19.17,.,47 / 5742,47/ 2955,47/ 35646-35664,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-68,USA-AD-68,Belgium,BEL,Cold-Rolled Carbon Steel Sheet,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-423-001,731-TA-068,USA-CVD-51,731-TA-068,02/01/1982,01/20/1982,.,.,.,47 / 5745,47/ 2952,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-69,USA-AD-68,France,FRA,Cold-Rolled Carbon Steel Sheet,01/20/1982,08/16/1982,03/03/1982,A,A,08/16/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-427-003,731-TA-069,USA-CVD-53,731-TA-068,02/08/1982,01/20/1982,10/29/1982,27.69,.,47 / 5740,47/ 2952,47 / 35656,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-70,USA-AD-68,Italy,ITA,Cold-Rolled Carbon Steel Sheet,01/20/1982,05/28/1982,03/03/1982,A,A,05/28/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-475-001,731-TA-070,USA-CVD-54,731-TA-068,02/08/1982,01/20/1982,10/29/1982,9.72,.,47 / 5747,47/ 2952,47 / 35660,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-71,USA-AD-68,Luxembourg,LUX,Cold-Rolled Carbon Steel Sheet,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-423-008,731-TA-071,USA-CVD-55,731-TA-068,02/08/1982,01/20/1982,.,.,.,47 / 5749,47/ 2952,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-72,USA-AD-68,Netherlands,NLD,Cold-Rolled Carbon Steel Sheet,01/20/1982,05/28/1982,03/03/1982,N,A,.,.,.,.,W,.,.,.,.,.,.,.,.,.,A-421-001,731-TA-072,USA-CVD-56,731-TA-068,02/08/1982,01/20/1982,10/29/1982,.,.,47 / 5744,47/ 2952,47 / 35664,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-73,USA-AD-68,United Kingdom,GBR,Cold-Rolled Carbon Steel Sheet,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-412-004,731-TA-073,USA-CVD-57,731-TA-068,02/08/1982,01/20/1982,.,.,.,47 / 5747,47/ 2952,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-74,USA-AD-68,West Germany,FRG,Cold-Rolled Carbon Steel Sheet,01/20/1982,05/28/1982,03/03/1982,A,A,05/28/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-428-004,731-TA-074,USA-CVD-58,731-TA-068,02/01/1982,01/20/1982,10/29/1982,12.91,.,47 / 5742,47/ 2952,47/ 23508,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-75,USA-AD-75,Belgium,BEL,Galvanized Carbon Steel Sheet ,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-423-001,731-TA-075,USA-CVD-59,731-TA-075,02/01/1982,01/20/1982,.,.,.,47 / 5745,47/ 2953,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-76,USA-AD-75,France,FRA,Galvanized Carbon Steel Sheet ,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-427-003,731-TA-076,USA-CVD-60,731-TA-075,02/08/1982,01/20/1982,.,.,.,47 / 5740,47/ 2953,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-77,USA-AD-75,Italy,ITA,Galvanized Carbon Steel Sheet ,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-475-001,731-TA-077,USA-CVD-61,731-TA-075,02/08/1982,01/20/1982,.,.,.,47 / 5747,47/ 2953,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-78,USA-AD-75,Luxembourg,LUX,Galvanized Carbon Steel Sheet ,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-423-008,731-TA-078,USA-CVD-62,731-TA-075,02/08/1982,01/20/1982,.,.,.,47 / 5749,47/ 2953,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-79,USA-AD-75,Netherlands,NLD,Galvanized Carbon Steel Sheet ,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-421-001,731-TA-079,USA-CVD-63,731-TA-075,02/08/1982,01/20/1982,.,.,.,47 / 5744,47/ 2953,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-80,USA-AD-75,United Kingdom,GBR,Galvanized Carbon Steel Sheet ,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-412-004,731-TA-080,USA-CVD-64,731-TA-075,02/08/1982,01/20/1982,.,.,.,47 / 5747,47/ 2953,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-81,USA-AD-75,West Germany,FRG,Galvanized Carbon Steel Sheet ,01/20/1982,.,03/03/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-428-004,731-TA-081,USA-CVD-65,731-TA-075,02/01/1982,01/20/1982,.,.,.,47 / 5742,47/ 2953,.,47/ 9087,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-82,USA-AD-82,Belgium,BEL,Carbon Steel Structural Shapes,01/20/1982,08/16/1982,03/03/1982,A,A,08/16/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-423-001,731-TA-082,USA-CVD-66,731-TA-082,02/01/1982,01/20/1982,10/29/1982,1.14,.,47 / 5745,47/ 2950,47/ 35646,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-83,USA-AD-82,France,FRA,Carbon Steel Structural Shapes,01/20/1982,08/16/1982,03/03/1982,A,A,08/16/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-427-003,731-TA-083,USA-CVD-68,731-TA-082,02/08/1982,01/20/1982,10/29/1982,9.06,.,47 / 5740,47/ 2950,47 / 35656,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-84,USA-AD-82,Luxembourg,LUX,Carbon Steel Structural Shapes,01/20/1982,08/16/1982,03/03/1982,N,A,.,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-423-008,731-TA-084,USA-CVD-70,731-TA-082,02/08/1982,01/20/1982,10/29/1982,0.00,.,47 / 5749,47/ 2950,47 / 35663,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-85,USA-AD-82,United Kingdom,GBR,Carbon Steel Structural Shapes,01/20/1982,08/16/1982,03/03/1982,A,A,08/16/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-412-004,731-TA-085,USA-CVD-72,731-TA-082,02/08/1982,01/20/1982,10/29/1982,10.61,.,47 / 5747,47/ 2950,47/ 35656,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-86,USA-AD-82,West Germany,FRG,Carbon Steel Structural Shapes,01/20/1982,08/16/1982,03/03/1982,A,A,08/16/1982,AVD,.,.,W,.,.,.,.,.,.,.,.,.,A-428-004,731-TA-086,USA-CVD-73,731-TA-082,02/01/1982,01/20/1982,10/29/1982,10.9,.,47 / 5742,47/ 2950,47/ 35668,47/ 9087,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-87a,USA-AD-87a,Japan,JPN,Stainless Steel Pipes,01/28/1982,08/25/1982,03/16/1982,A,A,08/25/1982,AVD,01/11/1983,02/24/1983,A,A,03/01/1983,AVD,10/29/1985,1985,AVD,.,.,.,A-588-006,731-TA-087a,.,731-TA-087,02/12/1982,01/28/1982,.,10.14,22.95,47 / 6457,47/ 4164,47/ 37263,47/ 11331,48/ 1206,48/ 7823,48/ 8522,.,50/ 43758,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-87b,USA-AD-87b,Japan,JPN,Heat Resistent Steel Pipes,01/28/1982,08/25/1982,03/16/1982,A,A,08/25/1982,AVD,01/11/1983,02/24/1983,A,A,03/01/1983,AVD,10/29/1985,1985,AVD,.,.,.,A-588-006,731-TA-087b,.,731-TA-087,02/12/1982,01/28/1982,.,1.96,2.83,47 / 6457,47/ 4164,47/ 37263,47/ 11331,48/ 1206,48/ 7823,48/ 8522,.,50/ 43758,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-88,USA-AD-88,Venezuela,VEN,Carbon Steel Wire Rod,02/18/1982,07/23/1982,04/01/1982,A,A,07/23/1982,AVD,12/30/1982,02/24/1983,A,N,.,.,.,.,.,.,.,.,A-307-001,731-TA-088,.,731-TA-088,03/04/1982,02/18/1982,.,40,.,47 / 9259,47/ 7347,47/ 31910,47/ 13927,47/ 58328,48/ 7821,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-89,USA-AD-89,United Kingdom,GBR,Concrete Steel Wire Strand,03/16/1982,10/06/1982,04/28/1982,A,A,10/06/1982,AVD,12/20/1982,02/09/1983,A,N,.,.,.,.,.,.,.,.,A-412-007,731-TA-089,.,731-TA-089,03/30/1982,03/16/1982,.,30.11,.,47/ 13396,47/ 11342,47/ 44132,47/ 18200,47/ 56690,48/ 6044,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-90,USA-AD-90,Canada,CAN,Chlorine,04/14/1982,.,05/26/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-122-008,731-TA-090,.,731-TA-090,04/28/1982,04/14/1982,.,.,.,47 / 18163,47/ 16126,.,47/ 23048,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-91a,USA-AD-91a,Chile,CHL,Agricultural Grade Sodium Nitrate,04/21/1982,11/15/1982,06/03/1982,A,A,11/15/1982,SD,01/28/1983,03/16/1983,A,A,03/25/1983,AVD,04/10/1989,1989,AVD,.,.,.,A-337-001,731-TA-091a,.,731-TA-091,05/06/1982,04/21/1982,.,$3.56 per short ton,0.54,47 / 19569,47/ 17136,47/ 51460,47/ 24234,48/ 4013,48/ 11191,48/ 12580,.,54/ 14264,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-91b,USA-AD-91a,Chile,CHL,Industrial Grade Sodium Nitrate,04/21/1982,11/15/1982,06/03/1982,A,A,11/15/1982,SD,01/28/1983,03/16/1983,A,A,03/25/1983,AVD,04/10/1989,1989,AVD,.,.,.,A-337-001,731-TA-091b,.,731-TA-091,05/06/1982,04/21/1982,.,$43.59 per short ton,33.40,47 / 19569,47/ 17136,47/ 51460,47/ 24234,48/ 4013,48/ 11191,48/ 12580,.,54/ 14264,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-92a,USA-AD-92a,West Germany,FRG,Stainless Steel Sheet,05/05/1982,12/17/1982,06/23/1982,A,A,12/17/1982,AVD,05/06/1983,06/15/1983,A,A,06/23/1983,AVD,08/11/1986,1986,AVD,.,.,.,A-428-013,731-TA-092a,.,731-TA-092,05/21/1982,05/05/1982,.,40,7.40,47 / 22132,47/ 19487,47/ 56529,47/ 27157,48/ 20459,48/ 27454,48/ 28680,.,51/ 28738,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-92b,USA-AD-92a,West Germany,FRG,Stainless Steel Strip,05/05/1982,12/17/1982,06/23/1982,A,A,12/17/1982,AVD,05/06/1983,06/15/1983,A,A,06/23/1983,AVD,08/11/1986,1986,AVD,.,.,.,A-428-013,731-TA-092b,.,731-TA-092,05/21/1982,05/05/1982,.,40,2.98,47 / 22132,47/ 19487,47/ 56529,47/ 27157,48/ 20459,48/ 27454,48/ 28680,.,51/ 28738,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-93,USA-AD-93,Canada,CAN,Frozen French-Fried Potatoes,05/12/1982,.,06/23/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-122-009,731-TA-093,.,731-TA-093,05/28/1982,05/12/1982,.,.,.,47 / 23505,47/ 20396,.,47/ 27151,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-94,USA-AD-94,Taiwan,TWN,Bicycle Tire and Tubes,05/12/1982,12/07/1982,06/23/1982,A,A,12/07/1982,AVD,04/29/1983,.,N,T,.,.,.,.,.,.,.,.,A-583-004,731-TA-094,.,731-TA-094,06/01/1982,05/12/1982,05/18/1983,7.6,.,47 / 23797,47/ 20395,47/ 54996,47/ 27145,48/ 19437,.,.,48/ 22372,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-95a,USA-AD-95a,France,FRA,Stainless Steel Sheet,05/19/1982,12/09/1982,06/30/1982,A,A,12/09/1982,AVD,04/29/1983,06/15/1983,A,A,06/22/1983,AVD,08/11/1986,1986,AVD,.,.,.,A-427-010,731-TA-095a,.,731-TA-095,06/08/1982,05/19/1982,.,16,3.60,47 / 24764,47/ 21642,47/ 55404,47/ 28486,48/ 19441,48/ 27454,48/ 28520,.,51/ 28738,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-95b,USA-AD-95a,France,FRA,Stainless Steel Strip,05/19/1982,12/09/1982,06/30/1982,A,A,12/09/1982,AVD,04/29/1983,06/15/1983,A,A,06/22/1983,AVD,08/11/1986,1986,AVD,.,.,.,A-427-010,731-TA-095b,.,731-TA-095,05/19/1982,05/19/1982,.,17,6.50,47/ 21642,47/ 21642,47/ 55404,47/ 28486,48/ 19441,48/ 27454,48/ 28520,.,51/ 28738,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-96,USA-AD-96,France,FRA,Nitrocellulose,07/08/1982,12/23/1982,08/25/1982,N,A,.,.,05/13/1983,08/03/1983,A,A,08/10/1983,AVD,08/25/2004,2004,AVD,.,.,.,A-427-009,731-TA-096,.,731-TA-096,07/08/1982,07/14/1982,.,.,1.38,Ê47 / 32557,47/ 30669,47/ 57308,47/ 37314,48/ 21615,48/ 35186,48/ 36303,.,69/ 52231,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-97,USA-AD-97,West Germany,FRG,Steel Rails,08/02/1982,.,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,., A-428-011,731-TA-097,USA-CVD-158,731-TA-097,.,08/02/1982,08/13/1982,.,.,.,47/ 33345,.,.,.,.,.,47/ 35364,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-98,USA-AD-97,France,FRA,Steel Rails,08/02/1982,.,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-427-011,731-TA-098,USA-CVD-159,731-TA-097,.,08/02/1982,08/13/1982,.,.,.,47/ 33345,.,.,.,.,.,47/ 35364,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-99,USA-AD-97,United Kingdom,GBR,Steel Rails,08/02/1982,.,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-412-008,731-TA-099,USA-CVD-160,731-TA-097,.,08/02/1982,08/13/1982,.,.,.,47/ 33345,.,.,.,.,.,47/ 35364,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-100,USA-AD-100,West Germany,FRG,Tool Steel,05/21/1982,01/12/1983,09/22/1982,A,A,01/12/1983,AVD,06/06/1983,07/20/1983,A,A,07/25/1983,AVD,08/28/1986,1986,AVD,.,.,.,A-428-005,731-TA-100,.,731-TA-100,05/21/1982,08/11/1982,.,61,7.06,47 / 22132,47/ 34868,48/ 1334,47/ 41881,48/ 25247,48/ 33065,48/ 33730,.,51/ 30687,48/ 13278,"3/30/1983 suspended, reopened after 2 weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-101,USA-AD-101,China,CHN,Greige Polyester Cotton Cloth,08/13/1982,03/09/1983,09/29/1982,A,A,03/09/1983,AVD,07/28/1983,09/14/1983,A,A,09/16/1983,AVD,07/02/2010,2010,AVD,.,.,.,A-570-101,731-TA-101,.,731-TA-101,09/01/1982,08/13/1982,.,23.1,36.20,47 / 38569,47/ 35365,48/ 9897,47/ 42849,48/ 34312,48/ 41249,48/ 41614,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-102,USA-AD-102,Japan,JPN,Radio Pagers,08/25/1982,02/01/1983,10/14/1982,A,A,02/01/1983,AVD,06/23/1983,08/10/1983,A,A,08/16/1983,AVD,11/14/1995,1995,AVD,.,.,.,A-588-007,731-TA-102,.,731-TA-102,09/15/1982,08/25/1982,.,88.07,41.60,47 / 40679,47/ 37312,48/ 4498,47/ 45977,48/ 28682,48/ 36349,48/ 37058,.,60/ 57218,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-103,USA-AD-103,China,CHN,Cotton Shop Towels,09/01/1982,03/28/1983,10/20/1982,A,A,03/28/1983,AVD,08/16/1983,10/05/1983,A,A,10/04/1983,AVD,04/11/2005,2005,AVD,.,.,.,A-570-003,731-TA-103,.,731-TA-103,09/17/1982,09/01/1982,.,31.4,38.80,47 / 41149,47/ 38653,48/ 12764,47/ 46777,48/ 37055,48/ 45481,48/ 45277,.,70/ 18362,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-104,USA-AD-104,West Germany,FRG,Steel Rails,09/15/1982,.,10/29/1982,W,A,.,.,.,.,.,.,.,.,.,.,.,.,.,., A-428-011,731-TA-104,USA-CVD-158,731-TA-104,09/29/1982,09/15/1982,10/29/1982,.,.,47 / 42773,47/ 40724,.,47/ 49104,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-105,USA-AD-104,France,FRA,Steel Rails,09/15/1982,.,10/29/1982,W,A,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-427-011,731-TA-105,USA-CVD-159,731-TA-104,09/29/1982,09/15/1982,10/29/1982,.,.,47 / 42772,47/ 40724,.,47/ 49104,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-106,USA-AD-104,United Kingdom,GBR,Steel Rails,09/15/1982,.,10/29/1982,W,A,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-412-008,731-TA-106,USA-CVD-160,731-TA-104,09/29/1982,09/15/1982,10/29/1982,.,.,47 / 42773,47/ 40724,.,47/ 49104,.,.,.,47/ 49058,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-107,USA-AD-107,Brazil,BRA,Melamine,09/22/1982,.,11/10/1982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-351-009,731-TA-107,.,731-TA-107,10/12/1982,09/22/1982,.,.,.,47 / 44806,47/ 41884,.,47/ 51022,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
