cyear,ccode,scode,country,year,flag,fragment,democ,autoc,polity,polity2,durable,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp,prior,emonth,eday,eyear,eprec,interim,bmonth,bday,byear,bprec,post,change,d4,sf,regtrans
4711974,471,CAO,Cameroon,1974,0,,0,8,-8,-8,14,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
4821974,482,CEN,Central African Republic,1974,0,,0,7,-7,-7,14,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4831974,483,CHA,Chad,1974,0,,0,9,-9,-9,14,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1551974,155,CHL,Chile,1974,0,,0,7,-7,-7,1,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7101974,710,CHN,China,1974,0,,0,8,-8,-8,25,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
1001974,100,COL,Colombia,1974,0,,8,0,8,8,17,3,3,4,6,2,4,8,6,9,7,8,7,1974,2,,8,8,1974,2,8,1,1,,0
4841974,484,CON,Congo Brazzaville,1974,0,,0,7,-7,-7,11,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
941974,94,COS,Costa Rica,1974,0,,10,0,10,10,55,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
401974,40,CUB,Cuba,1974,0,,0,7,-7,-7,13,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3521974,352,CYP,Cyprus,1974,0,,10,0,10,10,0,3,3,4,7,5,5,8,7,10,7,12,7,1974,1,,12,8,1974,1,10,3,1,,1
3151974,315,CZE,Czechoslovakia,1974,0,,0,7,-7,-7,4,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3901974,390,DEN,Denmark,1974,0,,10,0,10,10,29,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
421974,42,DOM,Dominican Rep,1974,0,,1,4,-3,-3,8,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
8161974,816,DRV,Vietnam North,1974,0,,0,7,-7,-7,20,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1301974,130,ECU,Ecuador,1974,0,,0,5,-5,-5,2,1,0,0,1,3,2,4,1,3,,,,,,,,,,,,,,,
6511974,651,EGY,Egypt,1974,0,,0,7,-7,-7,22,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
4111974,411,EQG,Equatorial Guinea,1974,0,,0,7,-7,-7,5,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
5301974,530,ETH,Ethiopia,1974,0,,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,-9,9,12,1974,1,-77,,,,,,-77,,1,-77
3751974,375,FIN,Finland,1974,0,,10,0,10,10,30,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
9501974,950,FJI,Fiji,1974,0,,9,0,9,9,4,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
2201974,220,FRN,France,1974,0,,8,0,8,8,5,3,3,4,5,5,5,8,5,10,,,,,,,,,,,,,,,
4811974,481,GAB,Gabon,1974,0,,0,9,-9,-9,14,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
4201974,420,GAM,Gambia,1974,0,,8,0,8,8,9,3,3,4,5,5,5,8,5,10,,,,,,,,,,,,,,,
2651974,265,GDR,Germany East,1974,0,,0,9,-9,-9,25,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
2601974,260,GFR,Germany West,1974,0,,10,0,10,10,25,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4521974,452,GHA,Ghana,1974,0,,0,7,-7,-7,2,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4041974,404,GNB,Guinea-Bissau,1974,0,,0,7,-7,-7,0,2,1,4,3,4,1,3,3,1,,,,,,,9,10,1974,1,-7,99,1,,99
3501974,350,GRC,Greece,1974,0,,-88,-88,-88,1,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-7,7,23,1974,1,-88,,,,,,0,,,3
901974,90,GUA,Guatemala,1974,0,,1,4,-3,-3,0,2,1,4,3,3,3,3,3,6,1,3,3,1974,1,,3,4,1974,1,-3,-4,1,,-1
4381974,438,GUI,Guinea,1974,0,,0,9,-9,-9,16,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1101974,110,GUY,Guyana,1974,0,,4,3,1,1,8,2,1,4,6,3,3,3,6,6,,,,,,,,,,,,,,,
411974,41,HAI,Haiti,1974,0,,0,10,-10,-10,16,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
911974,91,HON,Honduras,1974,0,,1,2,-1,-1,38,1,0,0,3,3,3,4,3,6,,,,,,,,,,,,,,,
3101974,310,HUN,Hungary,1974,0,,0,7,-7,-7,16,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7501974,750,IND,India,1974,0,,9,0,9,9,24,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
8501974,850,INS,Indonesia,1974,0,,0,7,-7,-7,7,2,1,4,2,4,2,3,2,2,,,,,,,,,,,,,,,
2051974,205,IRE,Ireland,1974,0,,10,0,10,10,53,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6301974,630,IRN,Iran,1974,0,,0,10,-10,-10,19,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
6451974,645,IRQ,Iraq,1974,0,,0,7,-7,-7,50,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
6661974,666,ISR,Israel,1974,0,,9,0,9,9,26,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
3251974,325,ITA,Italy,1974,0,,10,0,10,10,26,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4371974,437,IVO,Ivory Coast,1974,0,,0,9,-9,-9,14,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
511974,51,JAM,Jamaica,1974,0,,10,0,10,10,15,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6631974,663,JOR,Jordan,1974,0,,0,10,-10,-10,17,3,1,2,1,4,1,2,1,1,-9,11,9,1974,1,,11,10,1974,1,-10,-1,1,,0
7401974,740,JPN,Japan,1974,0,,10,0,10,10,22,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
5011974,501,KEN,Kenya,1974,0,,0,7,-7,-7,5,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
6901974,690,KUW,Kuwait,1974,0,,0,8,-8,-8,11,3,1,2,3,4,1,2,3,1,,,,,,,,,,,,,,,
8121974,812,LAO,Laos,1974,0,,-88,-88,-88,-5,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,,,,,,-88,,,,,,0,,,-2
4501974,450,LBR,Liberia,1974,0,,0,6,-6,-6,90,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
6601974,660,LEB,Lebanon,1974,0,,5,0,5,5,4,3,3,4,4,2,3,8,4,7,,,,,,,,,,,,,,,
5701974,570,LES,Lesotho,1974,0,,0,7,-7,-7,4,2,1,4,2,4,2,3,2,2,,,,,,,,,,,,,,,
6201974,620,LIB,Libya,1974,0,,0,7,-7,-7,23,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
2121974,212,LUX,Luxembourg,1974,,,10,0,10,10,29,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4351974,435,MAA,Mauritania,1974,0,,0,7,-7,-7,12,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
5801974,580,MAG,Madagascar,1974,0,,1,4,-3,-3,0,2,1,4,3,3,3,3,3,6,,,,,,-3,,,,,,0,,,-1
8201974,820,MAL,Malaysia,1974,0,,5,1,4,4,3,2,2,4,5,3,3,7,5,6,,,,,,,,,,,,,,,
5901974,590,MAS,Mauritius,1974,0,,9,0,9,9,6,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
5531974,553,MAW,Malawi,1974,0,,0,9,-9,-9,10,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
701974,70,MEX,Mexico,1974,0,,0,6,-6,-6,44,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
4321974,432,MLI,Mali,1974,0,,0,7,-7,-7,14,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7121974,712,MON,Mongolia,1974,0,,0,7,-7,-7,50,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
6001974,600,MOR,Morocco,1974,0,,0,9,-9,-9,9,3,1,1,1,4,2,1,1,2,,,,,,,,,,,,,,,
7751974,775,MYA,Myanmar (Burma),1974,0,,0,6,-6,-6,11,2,0,0,2,4,1,5,2,1,-7,1,1,1974,2,,1,1,1974,2,-6,1,1,,0
7901974,790,NEP,Nepal,1974,0,,0,9,-9,-9,14,3,1,2,2,4,1,2,2,1,,,,,,,,,,,,,,,
9201974,920,NEW,New Zealand,1974,0,,10,0,10,10,97,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
931974,93,NIC,Nicaragua,1974,0,,0,8,-8,-8,38,2,1,4,1,4,2,3,1,2,,,,,,,,,,,,,,,
4751974,475,NIG,Nigeria,1974,0,,0,7,-7,-7,8,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4361974,436,NIR,Niger,1974,0,,0,7,-7,-7,14,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3851974,385,NOR,Norway,1974,0,,10,0,10,10,29,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2101974,210,NTH,Netherlands,1974,0,,10,0,10,10,29,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6981974,698,OMA,Oman,1974,0,,0,10,-10,-10,17,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7701974,770,PAK,Pakistan,1974,0,,8,0,8,8,1,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
951974,95,PAN,Panama,1974,0,,0,7,-7,-7,6,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
1501974,150,PAR,Paraguay,1974,0,,0,8,-8,-8,20,2,1,4,1,4,2,3,1,2,,,,,,,,,,,,,,,
1351974,135,PER,Peru,1974,0,,0,7,-7,-7,6,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
8401974,840,PHI,Philippines,1974,0,,0,9,-9,-9,2,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
2901974,290,POL,Poland,1974,0,,0,7,-7,-7,27,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
2351974,235,POR,Portugal,1974,0,,-88,-88,-88,-3,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,-9,4,24,1974,1,-88,,,,,,0,,,3
7311974,731,PRK,Korea North,1974,0,,0,9,-9,-9,26,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6941974,694,QAT,Qatar,1974,0,,0,10,-10,-10,3,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7321974,732,ROK,Korea South,1974,0,,0,8,-8,-8,2,2,1,4,1,4,2,3,1,2,,,,,,,,,,,,,,,
3601974,360,RUM,Romania,1974,0,,0,7,-7,-7,25,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
8171974,817,RVN,Vietnam South,1974,0,,1,4,-3,-3,1,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
5171974,517,RWA,Rwanda,1974,0,,0,7,-7,-7,13,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
5601974,560,SAF,South Africa,1974,0,,7,3,4,4,64,3,3,4,7,4,2,8,7,2,,,,,,,,,,,,,,,
921974,92,SAL,El Salvador,1974,0,,2,3,-1,-1,10,2,1,4,4,3,3,3,4,6,,,,,,,,,,,,,,,
6701974,670,SAU,Saudi Arabia,1974,0,,0,10,-10,-10,48,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
4331974,433,SEN,Senegal,1974,0,,0,6,-6,-6,11,2,1,4,3,4,2,3,3,2,-7,7,31,1974,1,,8,1,1974,1,-6,1,1,,0
4511974,451,SIE,Sierra Leone,1974,0,,0,6,-6,-6,3,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
8301974,830,SIN,Singapore,1974,0,,2,4,-2,-2,9,2,2,4,3,4,2,7,3,2,,,,,,,,,,,,,,,
5201974,520,SOM,Somalia,1974,0,,0,7,-7,-7,5,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
2301974,230,SPN,Spain,1974,0,,0,7,-7,-7,35,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7801974,780,SRI,Sri Lanka,1974,0,,8,0,8,8,26,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
6251974,625,SUD,Sudan,1974,0,,0,7,-7,-7,3,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
5721974,572,SWA,Swaziland,1974,0,,0,10,-10,-10,1,3,1,2,1,4,1,2,1,1,,,,,,,,,,,,,,,
3801974,380,SWD,Sweden,1974,0,,10,0,10,10,57,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2251974,225,SWZ,Switzerland,1974,0,,10,0,10,10,126,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6521974,652,SYR,Syria,1974,0,,0,9,-9,-9,11,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
7131974,713,TAW,Taiwan,1974,0,,0,8,-8,-8,25,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
5101974,510,TAZ,Tanzania,1974,0,,0,6,-6,-6,13,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
8001974,800,THI,Thailand,1974,0,,4,1,3,3,0,3,3,4,3,2,3,8,3,7,-7,10,14,1973,1,-88,10,8,1974,1,3,10,1,,3
4611974,461,TOG,Togo,1974,0,,0,7,-7,-7,14,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
521974,52,TRI,Trinidad and Tobago,1974,0,,8,0,8,8,12,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
6161974,616,TUN,Tunisia,1974,0,,0,9,-9,-9,15,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6401974,640,TUR,Turkey,1974,0,,9,0,9,9,1,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
6961974,696,UAE,UAE,1974,0,,0,8,-8,-8,3,3,1,2,3,4,1,2,3,1,,,,,,,,,,,,,,,
5001974,500,UGA,Uganda,1974,0,,0,7,-7,-7,5,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
2001974,200,UKG,United Kingdom,1974,0,,10,0,10,10,94,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
1651974,165,URU,Uruguay,1974,0,,0,8,-8,-8,1,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
21974,2,USA,United States,1974,0,,10,0,10,10,165,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3641974,364,USR,USSR,1974,0,,0,7,-7,-7,52,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1011974,101,VEN,Venezuela,1974,0,,9,0,9,9,5,3,3,4,6,5,5,8,6,10,,,,,,,,,,,,,,,
6781974,678,YAR,Yemen North,1974,0,,0,4,-4,-4,8,2,0,0,3,4,2,5,3,2,-3,6,13,1974,1,,6,14,1974,1,-4,-1,1,,0
6801974,680,YPR,Yemen South,1974,0,,0,7,-7,-7,7,2,1,4,3,4,1,3,3,1,-6,6,30,1974,4,,7,1,1974,4,-7,-1,1,,0
3451974,345,YUG,Yugoslavia,1974,0,,0,7,-7,-7,20,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
4901974,490,ZAI,Congo Kinshasa,1974,0,,0,9,-9,-9,8,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5511974,551,ZAM,Zambia,1974,0,,0,9,-9,-9,2,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5521974,552,ZIM,Zimbabwe,1974,0,,7,3,4,4,4,3,3,4,7,4,2,8,7,2,,,,,,,,,,,,,,,
7001975,700,AFG,Afghanistan,1975,0,,0,7,-7,-7,11,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3391975,339,ALB,Albania,1975,0,,0,9,-9,-9,28,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6151975,615,ALG,Algeria,1975,0,,0,9,-9,-9,13,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5401975,540,ANG,Angola,1975,0,,0,7,-7,-7,0,2,1,4,3,4,1,3,3,1,,,,,,,11,11,1975,1,-7,99,1,,99
1601975,160,ARG,Argentina,1975,0,,6,0,6,6,2,3,3,4,5,2,3,8,5,7,,,,,,,,,,,,,,,
9001975,900,AUL,Australia,1975,0,,10,0,10,10,74,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3051975,305,AUS,Austria,1975,0,,10,0,10,10,29,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6921975,692,BAH,Bahrain,1975,0,,0,10,-10,-10,0,3,1,2,1,4,1,2,1,1,-7,8,25,1975,2,,8,26,1975,2,-10,-3,1,,-1
2111975,211,BEL,Belgium,1975,0,,10,0,10,10,31,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4341975,434,BEN,Benin,1975,0,,0,7,-7,-7,3,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4391975,439,BFO,Burkina Faso,1975,0,,0,4,-4,-4,5,2,0,0,2,3,2,5,2,3,,,,,,,,,,,,,,,
7601975,760,BHU,Bhutan,1975,0,,0,10,-10,-10,68,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7711975,771,BNG,Bangladesh,1975,0,,0,7,-7,-7,0,1,0,0,1,4,1,4,1,1,8,12,16,1974,3,-2,11,8,1975,2,-7,-15,1,,-2
1451975,145,BOL,Bolivia,1975,0,,0,7,-7,-7,4,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
5711975,571,BOT,Botswana,1975,0,,6,0,6,6,9,2,2,4,5,2,4,7,5,9,,,,,,,,,,,,,,,
1401975,140,BRA,Brazil,1975,0,,2,6,-4,-4,1,2,2,4,1,4,2,7,1,2,,,,,,,,,,,,,,,
5161975,516,BUI,Burundi,1975,0,,0,7,-7,-7,9,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3551975,355,BUL,Bulgaria,1975,0,,0,7,-7,-7,28,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
8111975,811,CAM,Cambodia,1975,0,,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,-5,4,17,1975,1,-77,,,,,,-77,,1,-77
201975,20,CAN,Canada,1975,0,,10,0,10,10,87,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4711975,471,CAO,Cameroon,1975,0,,0,8,-8,-8,15,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
4021975,402,CAP,Cape Verde,1975,0,0,2,6,-4,-4,0,2,1,4,5,4,1,3,5,1,,,,,,,7,5,1975,1,-4,99,1,,99
4821975,482,CEN,Central African Republic,1975,0,,0,7,-7,-7,15,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4831975,483,CHA,Chad,1975,0,,0,7,-7,-7,15,1,0,0,1,4,1,4,1,1,-9,4,13,1975,1,,4,14,1975,1,-7,2,1,,0
1551975,155,CHL,Chile,1975,0,,0,7,-7,-7,2,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7101975,710,CHN,China,1975,0,,0,8,-8,-8,26,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
1001975,100,COL,Colombia,1975,0,,8,0,8,8,18,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
5811975,581,COM,Comoros,1975,0,,5,0,5,5,0,3,3,4,5,2,0,8,5,5,,,,,,,7,6,1975,1,5,99,1,,99
4841975,484,CON,Congo Brazzaville,1975,0,,0,7,-7,-7,12,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
941975,94,COS,Costa Rica,1975,0,,10,0,10,10,56,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
401975,40,CUB,Cuba,1975,0,,0,7,-7,-7,14,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3521975,352,CYP,Cyprus,1975,0,,10,0,10,10,1,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3151975,315,CZE,Czechoslovakia,1975,0,,0,7,-7,-7,5,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3901975,390,DEN,Denmark,1975,0,,10,0,10,10,30,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
421975,42,DOM,Dominican Rep,1975,0,,1,4,-3,-3,9,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
8161975,816,DRV,Vietnam North,1975,0,,0,7,-7,-7,21,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1301975,130,ECU,Ecuador,1975,0,,0,5,-5,-5,3,1,0,0,1,3,2,4,1,3,,,,,,,,,,,,,,,
6511975,651,EGY,Egypt,1975,0,,0,7,-7,-7,23,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
4111975,411,EQG,Equatorial Guinea,1975,0,,0,7,-7,-7,6,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
5301975,530,ETH,Ethiopia,1975,0,,0,7,-7,-7,0,2,1,4,3,4,1,3,3,1,-9,9,12,1974,1,-77,3,22,1975,1,-7,2,1,1,0
3751975,375,FIN,Finland,1975,0,,10,0,10,10,31,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
9501975,950,FJI,Fiji,1975,0,,9,0,9,9,5,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
2201975,220,FRN,France,1975,0,,8,0,8,8,6,3,3,4,5,5,5,8,5,10,,,,,,,,,,,,,,,
4811975,481,GAB,Gabon,1975,0,,0,9,-9,-9,15,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
4201975,420,GAM,Gambia,1975,0,,8,0,8,8,10,3,3,4,5,5,5,8,5,10,,,,,,,,,,,,,,,
2651975,265,GDR,Germany East,1975,0,,0,9,-9,-9,26,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
2601975,260,GFR,Germany West,1975,0,,10,0,10,10,26,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4521975,452,GHA,Ghana,1975,0,,0,7,-7,-7,3,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4041975,404,GNB,Guinea-Bissau,1975,0,,0,7,-7,-7,1,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3501975,350,GRC,Greece,1975,0,,8,0,8,8,0,3,3,4,5,5,5,8,5,10,-7,7,23,1974,1,-88,6,8,1975,1,8,15,1,,3
901975,90,GUA,Guatemala,1975,0,,1,4,-3,-3,1,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
4381975,438,GUI,Guinea,1975,0,,0,9,-9,-9,17,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1101975,110,GUY,Guyana,1975,0,,4,3,1,1,9,2,1,4,6,3,3,3,6,6,,,,,,,,,,,,,,,
411975,41,HAI,Haiti,1975,0,,0,10,-10,-10,17,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
911975,91,HON,Honduras,1975,0,,1,2,-1,-1,39,1,0,0,3,3,3,4,3,6,,,,,,,,,,,,,,,
3101975,310,HUN,Hungary,1975,0,,0,7,-7,-7,17,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7501975,750,IND,India,1975,0,,7,0,7,7,25,3,3,4,6,2,3,8,6,7,9,6,26,1975,2,,6,27,1975,2,7,-2,1,,0
8501975,850,INS,Indonesia,1975,0,,0,7,-7,-7,8,2,1,4,2,4,2,3,2,2,,,,,,,,,,,,,,,
2051975,205,IRE,Ireland,1975,0,,10,0,10,10,54,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6301975,630,IRN,Iran,1975,0,,0,10,-10,-10,20,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
6451975,645,IRQ,Iraq,1975,0,,0,7,-7,-7,51,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
6661975,666,ISR,Israel,1975,0,,9,0,9,9,27,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
3251975,325,ITA,Italy,1975,0,,10,0,10,10,27,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4371975,437,IVO,Ivory Coast,1975,0,,0,9,-9,-9,15,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
511975,51,JAM,Jamaica,1975,0,,10,0,10,10,16,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6631975,663,JOR,Jordan,1975,0,,0,10,-10,-10,18,3,1,2,1,4,1,2,1,1,,,,,,,,,,,,,,,
7401975,740,JPN,Japan,1975,0,,10,0,10,10,23,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
5011975,501,KEN,Kenya,1975,0,,0,7,-7,-7,6,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
6901975,690,KUW,Kuwait,1975,0,,0,8,-8,-8,12,3,1,2,3,4,1,2,3,1,,,,,,,,,,,,,,,
8121975,812,LAO,Laos,1975,0,,0,7,-7,-7,0,2,1,4,3,4,1,3,3,1,8,1,1,1960,2,-88,12,3,1975,1,-7,-15,1,,-2
4501975,450,LBR,Liberia,1975,0,,0,6,-6,-6,91,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
6601975,660,LEB,Lebanon,1975,0,,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,5,5,25,1975,2,-77,,,,,,-77,,1,-77
5701975,570,LES,Lesotho,1975,0,,0,7,-7,-7,5,2,1,4,2,4,2,3,2,2,,,,,,,,,,,,,,,
6201975,620,LIB,Libya,1975,0,,0,7,-7,-7,24,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
2121975,212,LUX,Luxembourg,1975,,,10,0,10,10,30,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4351975,435,MAA,Mauritania,1975,0,,0,7,-7,-7,13,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
5801975,580,MAG,Madagascar,1975,0,,0,6,-6,-6,0,2,1,4,3,4,2,3,3,2,-1,5,18,1972,2,-3,2,5,1975,1,-6,-5,1,,-1
8201975,820,MAL,Malaysia,1975,0,,5,1,4,4,4,2,2,4,5,3,3,7,5,6,,,,,,,,,,,,,,,
5901975,590,MAS,Mauritius,1975,0,,9,0,9,9,7,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
5531975,553,MAW,Malawi,1975,0,,0,9,-9,-9,11,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
701975,70,MEX,Mexico,1975,0,,0,6,-6,-6,45,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
4321975,432,MLI,Mali,1975,0,,0,7,-7,-7,15,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7121975,712,MON,Mongolia,1975,0,,0,7,-7,-7,51,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
6001975,600,MOR,Morocco,1975,0,,0,9,-9,-9,10,3,1,1,1,4,2,1,1,2,,,,,,,,,,,,,,,
7751975,775,MYA,Myanmar (Burma),1975,0,,0,6,-6,-6,12,2,0,0,2,4,1,5,2,1,,,,,,,,,,,,,,,
